"expc","educ","ypc","sexo"
107,"1",54932,"2"
188,"3",307500,"1"
86,"8",416417,"2"
99,"0",308822,"1"
56,"1",63069,"2"
100,"3",369932,"1"
407,"0",189376,"2"
81,"6",157182,"2"
108,"5",245585,"1"
285,"5",165263,"2"
70,"5",275833,"2"
82,"3",155000,"1"
274,"5",229767,"2"
81,"11",530000,"1"
47,"0",71457,"2"
61,"3",417979,"2"
131,"1",142210,"2"
367,"3",250275,"2"
51,"1",196037,"1"
21,"2",96333,"1"
76,"1",194727,"2"
444,"8",550000,"2"
352,"2",401087,"2"
102,"1",286111,"1"
48,"7",257006,"1"
216,"1",370954,"2"
141,"0",149142,"1"
85,"3",262500,"2"
26,"7",251667,"2"
52,"2",323323,"1"
214,"0",197958,"1"
568,"0",230200,"2"
35,"3",87204,"1"
182,"1",61138,"2"
297,"12",487056,"2"
567,"5",364000,"2"
72,"0",305386,"1"
81,"5",117791,"1"
35,"1",433274,"2"
80,"0",205548,"2"
145,"3",216448,"2"
56,"8",287558,"2"
103,"0",110036,"1"
145,"3",240000,"1"
279,"8",249669,"2"
23,"8",198010,"2"
51,"2",63226,"2"
42,"2",192547,"1"
61,"5",133333,"2"
83,"6",483333,"2"
184,"5",121492,"1"
102,"8",622072,"2"
91,"1",145557,"1"
119,"0",111476,"2"
23,"2",347615,"2"
133,"1",41820,"1"
112,"9",61309,"2"
41,"1",236250,"2"
264,"1",69966,"1"
67,"3",186431,"1"
55,"4",291005,"1"
204,"11",1565278,"2"
94,"4",174300,"1"
310,"8",250939,"2"
274,"6",210177,"2"
310,"6",327745,"1"
106,"1",189123,"1"
345,"1",348401,"2"
408,"5",566623,"2"
1924,"11",4200000,"1"
186,"6",359399,"2"
127,"11",514643,"2"
199,"3",456056,"2"
186,"5",688334,"1"
110,"11",720000,"2"
161,"6",409019,"1"
1413,"11",442778,"2"
33,"1",232204,"1"
66,"1",135056,"2"
41,"1",2175334,"1"
64,"5",212167,"2"
151,"8",733333,"2"
309,"5",433333,"2"
163,"2",86184,"2"
112,"5",189583,"2"
168,"9",186833,"2"
131,"5",237022,"1"
510,"6",339907,"2"
337,"5",471667,"2"
117,"5",390000,"1"
116,"6",170865,"1"
114,"6",2e+05,"1"
27,"5",265222,"2"
111,"3",107312,"2"
344,"3",370415,"2"
119,"7",165556,"2"
63,"2",197200,"1"
127,"1",262500,"1"
76,"4",590000,"2"
85,"5",698760,"2"
512,"9",660860,"1"
62,"0",250000,"1"
369,"5",119713,"1"
16,"9",144386,"2"
56,"11",4033334,"2"
38,"1",110000,"2"
199,"1",82328,"2"
190,"5",153426,"1"
335,"1",125320,"2"
66,"6",291945,"1"
29,"5",450000,"2"
218,"7",207500,"2"
144,"3",375000,"1"
62,"1",152617,"1"
90,"2",472163,"2"
294,"4",138333,"1"
124,"12",280000,"2"
456,"7",450000,"2"
50,"0",1840792,"1"
121,"11",877083,"2"
90,"1",269287,"1"
124,"1",304093,"2"
99,"1",129367,"2"
322,"8",281427,"1"
60,"5",189539,"1"
85,"0",200672,"1"
59,"9",186631,"2"
65,"3",298092,"1"
85,"5",253844,"2"
139,"6",175057,"2"
48,"0",98600,"2"
92,"3",400833,"1"
71,"1",61189,"1"
183,"11",375000,"1"
76,"1",146054,"1"
26,"0",193333,"1"
153,"2",289837,"1"
390,"1",141418,"1"
56,"3",289932,"1"
130,"9",292857,"2"
146,"1",130522,"2"
255,"5",134884,"2"
218,"1",375417,"2"
129,"5",982323,"2"
103,"3",230466,"1"
199,"5",317675,"1"
105,"1",177500,"1"
75,"7",259000,"1"
236,"11",2600000,"1"
201,"3",421667,"2"
182,"1",211072,"2"
208,"2",184386,"1"
166,"5",190000,"2"
390,"11",277430,"2"
285,"7",190000,"2"
75,"1",310000,"2"
116,"0",216581,"1"
404,"5",222500,"2"
383,"1",130000,"1"
22,"5",270342,"1"
365,"3",250000,"1"
91,"3",205000,"2"
404,"7",282810,"2"
92,"12",616250,"1"
105,"5",152749,"1"
134,"1",119363,"1"
100,"7",328000,"1"
13,"5",296667,"1"
117,"4",458333,"2"
85,"2",117111,"1"
145,"0",212000,"2"
85,"3",432627,"1"
16,"3",421102,"1"
523,"5",102500,"2"
264,"0",178108,"2"
404,"1",305533,"2"
57,"2",72778,"2"
177,"2",610402,"1"
115,"9",278180,"2"
96,"5",349444,"1"
136,"0",147871,"2"
261,"11",576875,"1"
368,"8",565667,"1"
213,"1",195340,"2"
120,"5",88750,"1"
418,"0",255343,"1"
68,"1",170000,"2"
84,"5",334167,"1"
368,"6",328750,"2"
151,"6",307148,"1"
235,"6",405501,"2"
381,"0",62667,"1"
99,"1",407917,"1"
163,"6",157755,"2"
56,"3",110615,"1"
120,"5",215476,"2"
186,"1",200625,"2"
254,"3",152667,"1"
118,"5",640000,"2"
429,"6",153739,"2"
98,"1",280705,"1"
36,"3",190779,"1"
125,"2",192500,"2"
112,"2",77017,"2"
58,"1",81845,"1"
126,"2",148542,"2"
30,"9",144386,"1"
120,"2",206932,"1"
92,"5",260000,"1"
84,"1",262000,"2"
81,"0",409444,"2"
49,"9",137347,"2"
130,"5",62381,"2"
51,"1",110698,"2"
58,"0",103333,"2"
140,"1",172320,"1"
73,"1",230415,"1"
49,"3",173113,"2"
94,"9",717567,"2"
125,"9",266875,"1"
34,"1",1082467,"2"
94,"5",444958,"2"
82,"3",557323,"2"
55,"2",74948,"2"
144,"3",136604,"2"
49,"0",100007,"1"
156,"11",565943,"2"
404,"4",233311,"2"
120,"1",280000,"2"
180,"5",286000,"2"
123,"11",1847000,"2"
35,"9",4e+05,"2"
94,"1",229046,"2"
143,"1",193625,"1"
60,"5",173421,"1"
113,"9",585500,"1"
81,"3",183333,"1"
113,"1",146730,"1"
64,"11",1683666,"1"
115,"11",365917,"1"
132,"9",145055,"1"
84,"1",144822,"2"
112,"1",229359,"1"
350,"5",163005,"1"
59,"11",1131743,"2"
62,"9",858445,"1"
329,"3",562157,"2"
208,"5",217000,"1"
50,"5",150941,"1"
172,"1",87500,"1"
15,"6",126260,"2"
165,"11",417765,"1"
145,"1",164108,"2"
63,"4",546460,"1"
53,"5",176667,"2"
102,"1",164617,"1"
54,"5",325625,"2"
98,"11",1199750,"1"
100,"3",277035,"2"
70,"5",109901,"1"
182,"1",333141,"2"
81,"6",252051,"2"
357,"1",298198,"2"
163,"3",91607,"2"
78,"11",394861,"1"
88,"6",458534,"2"
106,"9",227222,"2"
107,"11",950000,"2"
274,"0",419229,"1"
93,"8",369144,"2"
427,"9",475000,"1"
365,"11",373944,"1"
226,"5",365000,"1"
105,"5",541299,"2"
58,"2",166385,"2"
99,"1",58820,"1"
273,"12",2004167,"2"
92,"0",237880,"2"
118,"2",162777,"2"
135,"3",114572,"1"
72,"9",112642,"1"
59,"11",379000,"2"
652,"11",617500,"1"
32,"1",95653,"1"
88,"3",175048,"2"
182,"5",240774,"2"
104,"4",160936,"1"
355,"5",300408,"1"
468,"2",210000,"1"
60,"10",313351,"1"
211,"5",152709,"1"
158,"6",195375,"1"
159,"8",5e+05,"2"
90,"5",124951,"1"
187,"5",133333,"2"
99,"3",614330,"1"
166,"0",623195,"2"
117,"9",393000,"2"
115,"0",126888,"1"
77,"0",141048,"1"
60,"1",230000,"2"
383,"5",293342,"2"
118,"8",150000,"2"
74,"9",278000,"2"
172,"5",360556,"2"
227,"5",142210,"1"
67,"5",150586,"1"
336,"9",56667,"1"
53,"1",267333,"1"
68,"5",310834,"2"
119,"5",155869,"2"
139,"5",1175000,"1"
58,"3",112754,"2"
125,"5",218026,"2"
108,"0",111764,"2"
98,"1",162500,"2"
131,"6",200081,"2"
30,"4",198947,"1"
239,"11",2257917,"2"
61,"4",188500,"1"
309,"10",825000,"1"
309,"1",124354,"1"
63,"2",262500,"2"
124,"11",120000,"1"
72,"8",293546,"1"
274,"8",411667,"2"
356,"1",193719,"2"
217,"3",321458,"2"
521,"11",1942084,"2"
91,"1",278662,"2"
71,"8",9e+05,"2"
100,"8",244680,"2"
369,"9",370000,"1"
348,"5",179729,"1"
29,"5",529167,"1"
133,"1",41820,"2"
23,"3",83125,"1"
71,"1",563333,"1"
37,"8",303333,"1"
55,"3",321200,"2"
337,"5",305000,"2"
343,"5",89636,"2"
365,"4",444667,"1"
123,"11",957849,"1"
108,"1",174400,"2"
93,"8",280310,"2"
95,"8",335000,"1"
84,"8",486667,"2"
118,"1",857222,"1"
44,"0",374667,"2"
114,"0",146203,"1"
429,"5",2e+05,"2"
170,"6",148498,"1"
45,"9",309802,"2"
27,"1",261584,"2"
345,"1",433333,"1"
170,"0",269789,"1"
19,"6",442084,"1"
86,"3",504770,"2"
455,"3",307223,"1"
143,"11",485667,"2"
105,"5",551000,"1"
214,"3",220326,"1"
136,"4",182388,"2"
182,"6",2127500,"1"
43,"11",350833,"2"
466,"1",118333,"2"
133,"5",129556,"2"
115,"0",192571,"1"
184,"7",395000,"1"
98,"11",641584,"1"
82,"6",122035,"1"
80,"1",182620,"2"
44,"11",375000,"2"
39,"1",79319,"1"
142,"1",220167,"1"
430,"1",248599,"2"
261,"7",152778,"2"
166,"8",498021,"1"
172,"9",212655,"1"
429,"11",1227889,"1"
81,"6",260526,"2"
87,"5",3e+05,"2"
81,"0",92000,"2"
16,"5",295834,"1"
147,"0",1140333,"2"
58,"1",370000,"1"
96,"3",39033,"2"
141,"5",350868,"2"
106,"11",1056944,"2"
40,"2",122730,"2"
38,"2",342323,"1"
120,"6",731250,"1"
26,"6",227828,"1"
85,"0",181535,"1"
121,"0",803363,"1"
113,"2",197323,"2"
99,"8",194833,"2"
94,"0",339375,"2"
100,"3",259352,"1"
62,"1",338542,"2"
172,"1",91878,"2"
337,"9",434051,"1"
180,"3",554182,"1"
20,"6",210602,"2"
214,"3",220326,"2"
140,"8",360000,"2"
77,"1",652058,"2"
81,"7",288542,"2"
619,"1",540000,"2"
18,"1",220000,"1"
52,"11",1375833,"2"
113,"5",122520,"2"
109,"6",340174,"2"
174,"9",215437,"1"
75,"0",194125,"1"
19,"11",690000,"2"
121,"1",259823,"2"
266,"0",168610,"2"
34,"1",75000,"1"
97,"1",150000,"1"
557,"5",486694,"2"
152,"11",382917,"1"
62,"5",183000,"2"
110,"3",189486,"2"
169,"3",216135,"2"
123,"11",1966667,"2"
278,"12",2e+06,"2"
274,"1",203453,"1"
103,"5",125581,"1"
383,"5",273889,"1"
46,"1",181456,"1"
63,"6",184842,"1"
1413,"11",2013542,"1"
66,"5",86331,"2"
105,"11",396111,"2"
285,"7",176500,"2"
82,"3",244229,"2"
403,"11",1071667,"2"
26,"1",151992,"1"
109,"3",580833,"1"
326,"1",320000,"2"
55,"1",378750,"2"
429,"5",259535,"1"
177,"9",176681,"1"
91,"0",84470,"1"
177,"9",390000,"1"
75,"1",109893,"1"
274,"0",419229,"1"
78,"6",359901,"1"
62,"5",80492,"2"
537,"5",772500,"1"
43,"1",142198,"2"
85,"2",139584,"1"
41,"9",431000,"2"
612,"0",185153,"2"
188,"3",862917,"2"
209,"2",242486,"2"
163,"5",210495,"2"
127,"1",444000,"2"
100,"8",270000,"1"
49,"2",145820,"2"
51,"9",190816,"1"
1001,"11",693429,"2"
74,"1",54115,"2"
98,"3",301289,"2"
162,"5",490000,"2"
355,"4",1645000,"1"
68,"5",79483,"1"
107,"0",104646,"1"
85,"3",227564,"2"
54,"3",406000,"1"
74,"1",188198,"2"
49,"5",299412,"1"
404,"1",282810,"1"
86,"6",792376,"1"
112,"3",235000,"2"
443,"1",299444,"1"
94,"3",386447,"2"
54,"5",92108,"2"
253,"12",795833,"1"
55,"0",36081,"2"
77,"12",2513990,"2"
102,"0",140172,"2"
56,"2",206779,"1"
26,"10",148145,"1"
213,"3",286879,"2"
449,"1",314167,"1"
92,"5",194578,"1"
331,"5",176012,"2"
302,"9",349583,"2"
72,"7",98121,"2"
85,"9",196519,"1"
33,"3",156146,"2"
114,"11",437500,"2"
160,"11",289333,"2"
56,"0",146086,"1"
99,"3",120962,"1"
198,"9",335873,"1"
333,"2",209479,"2"
59,"5",142918,"2"
51,"0",166667,"1"
146,"5",202171,"1"
310,"3",82917,"1"
109,"0",90898,"2"
49,"1",114733,"2"
83,"1",47143,"2"
151,"8",879422,"1"
38,"8",6e+05,"1"
244,"0",237500,"1"
144,"11",1388542,"2"
80,"1",146667,"2"
65,"9",242269,"1"
174,"5",383203,"2"
404,"8",282292,"2"
140,"5",213954,"1"
265,"3",181722,"2"
439,"0",184830,"1"
108,"6",118485,"2"
145,"12",1175000,"2"
80,"11",859210,"2"
447,"0",521875,"2"
79,"4",412553,"2"
31,"5",833333,"2"
298,"1",211000,"1"
44,"2",187679,"2"
137,"5",137019,"2"
93,"8",0,"2"
91,"1",170305,"2"
91,"1",54894,"2"
314,"2",206905,"1"
63,"1",117257,"1"
71,"5",381307,"2"
28,"5",270556,"1"
96,"0",128392,"1"
42,"2",131029,"2"
83,"6",150000,"1"
537,"1",284861,"1"
76,"1",167036,"2"
312,"5",266206,"1"
222,"0",347696,"1"
107,"1",336250,"1"
69,"5",210208,"1"
342,"10",407833,"2"
76,"7",122597,"1"
35,"1",218038,"1"
34,"8",554000,"2"
56,"8",604000,"2"
1220,"3",329735,"2"
142,"2",195884,"2"
63,"5",258334,"1"
104,"8",1337377,"1"
621,"5",108333,"1"
58,"0",138000,"1"
340,"0",148737,"1"
46,"7",246770,"2"
148,"2",411603,"1"
107,"5",259271,"1"
149,"0",486792,"1"
107,"1",354456,"2"
153,"5",326042,"2"
136,"9",405833,"2"
304,"5",283228,"1"
302,"2",168576,"1"
350,"1",202083,"1"
118,"7",150000,"1"
96,"5",233223,"1"
177,"6",217871,"2"
426,"1",262083,"2"
77,"1",665962,"2"
79,"5",392917,"1"
89,"3",288921,"1"
126,"2",85532,"1"
278,"1",278292,"2"
73,"1",343750,"2"
90,"9",641667,"1"
106,"3",312818,"2"
91,"5",122309,"2"
449,"5",5e+05,"2"
144,"1",301667,"1"
150,"0",370000,"1"
120,"1",467188,"1"
74,"4",327323,"1"
72,"8",2563125,"2"
80,"1",141310,"1"
49,"3",104620,"1"
52,"1",144689,"2"
148,"1",156562,"1"
66,"0",94822,"2"
32,"1",116667,"1"
249,"8",420000,"2"
184,"9",2520000,"1"
153,"8",326042,"2"
440,"6",111204,"2"
41,"5",816667,"2"
265,"3",280850,"1"
84,"9",650614,"2"
403,"9",1600000,"2"
93,"5",121027,"2"
33,"1",51600,"2"
35,"0",221667,"1"
41,"2",138581,"2"
76,"9",695543,"1"
33,"2",98118,"2"
178,"11",767500,"1"
149,"5",261163,"1"
32,"5",194150,"2"
218,"5",250478,"1"
15,"2",265159,"2"
180,"11",1188333,"1"
105,"6",292778,"2"
42,"8",349167,"1"
45,"11",2e+05,"1"
70,"5",138793,"2"
230,"3",349450,"1"
356,"11",1342917,"2"
393,"8",423475,"2"
103,"1",103617,"2"
124,"3",99327,"1"
390,"11",458611,"2"
404,"11",366248,"1"
73,"1",116382,"2"
21,"6",361053,"2"
136,"1",110000,"1"
71,"5",165293,"1"
71,"0",364357,"2"
235,"1",225000,"1"
91,"3",92118,"1"
19,"6",220903,"2"
124,"11",1008333,"1"
145,"0",127388,"1"
159,"5",204835,"1"
103,"5",1150000,"1"
120,"1",155041,"2"
119,"4",155767,"1"
428,"11",344000,"2"
104,"6",362500,"1"
16,"12",2725000,"1"
76,"1",110000,"2"
41,"5",157737,"2"
298,"1",97681,"1"
344,"11",320000,"2"
84,"0",156092,"1"
75,"9",418333,"2"
340,"5",148737,"2"
105,"7",120000,"2"
159,"3",485157,"1"
421,"1",629264,"2"
112,"5",179436,"2"
137,"5",211709,"2"
429,"3",4e+05,"2"
184,"4",466667,"2"
107,"5",256667,"2"
66,"1",115021,"2"
56,"5",208664,"2"
405,"9",230000,"2"
82,"1",153888,"1"
65,"0",232542,"1"
195,"5",924584,"2"
91,"5",96039,"2"
65,"3",158555,"2"
144,"9",83333,"1"
146,"11",958333,"2"
110,"1",349823,"1"
33,"6",161314,"1"
567,"1",240000,"2"
101,"11",617917,"2"
444,"5",247138,"2"
119,"1",172241,"1"
144,"11",433333,"2"
52,"6",319050,"1"
223,"4",126526,"2"
85,"8",688917,"1"
168,"6",292963,"1"
170,"2",338056,"2"
123,"5",242264,"1"
39,"2",359194,"2"
120,"11",347054,"1"
309,"1",773708,"2"
70,"9",350000,"1"
230,"3",391195,"1"
105,"0",149389,"2"
157,"5",170000,"2"
70,"2",158543,"1"
91,"7",137500,"2"
71,"2",370000,"1"
112,"5",1307500,"2"
63,"5",239893,"2"
83,"1",103297,"2"
43,"1",147868,"2"
66,"5",243210,"2"
455,"11",447222,"2"
134,"5",146791,"1"
92,"1",257352,"2"
19,"3",197927,"1"
89,"6",913702,"2"
568,"8",616500,"2"
548,"0",164000,"2"
333,"2",420000,"1"
244,"5",205982,"1"
63,"3",148959,"2"
184,"3",353254,"2"
96,"9",183333,"1"
106,"3",477500,"1"
90,"3",129839,"2"
136,"2",137500,"2"
77,"3",493658,"1"
24,"8",354904,"2"
159,"5",256357,"2"
178,"6",422153,"2"
175,"0",334167,"2"
449,"5",302500,"2"
105,"1",90473,"2"
108,"12",835969,"2"
145,"6",325660,"2"
80,"8",169723,"2"
80,"11",607917,"1"
182,"5",240774,"1"
352,"2",295219,"2"
56,"0",66127,"1"
397,"9",133333,"1"
124,"5",52098,"2"
51,"5",220000,"2"
45,"0",6e+05,"2"
568,"6",230200,"2"
40,"2",396500,"2"
428,"6",176000,"2"
56,"1",284407,"2"
83,"0",124724,"2"
112,"5",787437,"1"
105,"2",407318,"2"
514,"5",218591,"1"
119,"5",157732,"1"
34,"1",57492,"2"
61,"5",107500,"2"
264,"3",107560,"1"
169,"5",165774,"2"
93,"1",140171,"2"
71,"8",469167,"2"
152,"2",225000,"2"
258,"4",304646,"1"
25,"5",458792,"1"
23,"0",277719,"2"
382,"5",163051,"2"
43,"9",270364,"1"
49,"3",453333,"2"
49,"1",72753,"1"
66,"1",99797,"1"
68,"5",68594,"1"
175,"5",392072,"1"
40,"5",5e+05,"1"
51,"2",212500,"2"
69,"11",235677,"2"
159,"0",501667,"1"
67,"11",1553750,"2"
55,"9",425000,"2"
1087,"4",215176,"1"
80,"0",142857,"1"
173,"11",309197,"1"
302,"5",331405,"2"
52,"9",388333,"2"
63,"3",274500,"1"
118,"11",1852708,"2"
193,"5",73527,"1"
104,"1",383500,"2"
267,"3",181079,"1"
74,"4",240000,"1"
214,"8",429647,"1"
113,"1",166000,"2"
60,"2",783668,"2"
189,"5",250535,"2"
20,"2",206042,"2"
298,"5",260517,"1"
13,"5",103684,"1"
573,"5",191217,"2"
107,"1",99392,"1"
122,"11",1438889,"1"
444,"9",582039,"1"
75,"2",778000,"1"
72,"7",694444,"2"
172,"1",248581,"2"
10,"9",944445,"1"
73,"6",965000,"1"
36,"1",115000,"2"
62,"2",86427,"1"
86,"3",744208,"2"
81,"5",350283,"1"
92,"3",194013,"1"
596,"7",261233,"2"
83,"0",471122,"1"
124,"8",355417,"2"
100,"9",610406,"1"
89,"5",283333,"1"
74,"3",201739,"2"
99,"3",155278,"2"
118,"0",66583,"1"
68,"1",352323,"1"
182,"1",129963,"1"
122,"11",701667,"1"
199,"8",228000,"2"
70,"3",361325,"2"
156,"1",357004,"1"
199,"5",901549,"2"
184,"0",108542,"1"
67,"0",275979,"2"
175,"2",156818,"1"
109,"3",197347,"1"
75,"5",147433,"1"
125,"1",205382,"2"
45,"1",143818,"1"
13,"1",916250,"2"
191,"2",155000,"1"
183,"1",246526,"2"
190,"5",266301,"1"
16,"0",150000,"1"
466,"3",312500,"1"
75,"0",524542,"1"
134,"9",349017,"1"
93,"0",209882,"1"
137,"1",221549,"1"
75,"2",252323,"2"
178,"3",452000,"2"
369,"1",1056252,"2"
159,"5",437083,"2"
23,"11",446952,"1"
16,"1",505000,"1"
17,"3",217000,"2"
75,"11",334167,"2"
117,"6",260000,"2"
215,"7",240444,"2"
249,"8",925000,"2"
118,"1",209578,"2"
304,"5",283228,"2"
53,"8",184767,"2"
184,"8",210238,"1"
208,"3",81091,"2"
184,"11",669463,"2"
392,"7",182990,"2"
85,"1",425167,"2"
94,"11",699334,"2"
146,"5",211644,"2"
258,"1",508355,"2"
1864,"0",466289,"1"
73,"0",186042,"2"
274,"11",1062500,"1"
38,"2",160183,"2"
147,"0",334859,"1"
83,"1",180000,"2"
56,"6",126842,"2"
196,"5",286111,"2"
186,"3",85681,"2"
127,"9",622500,"2"
300,"5",492000,"2"
208,"1",196000,"2"
40,"12",1914334,"2"
91,"5",135091,"2"
54,"1",362112,"2"
165,"9",875000,"1"
369,"4",93647,"1"
21,"1",209829,"1"
96,"5",199977,"2"
162,"8",137148,"2"
495,"11",911389,"1"
293,"9",184084,"1"
58,"6",183135,"2"
27,"5",172160,"1"
514,"2",218591,"1"
132,"4",345068,"1"
205,"5",169554,"2"
500,"3",345436,"1"
63,"8",270000,"2"
314,"0",112394,"1"
300,"5",188000,"2"
120,"5",153475,"2"
78,"1",336111,"2"
51,"0",162927,"1"
64,"0",270000,"1"
125,"8",783639,"2"
187,"3",106081,"2"
73,"1",246687,"2"
87,"8",105298,"1"
128,"1",330000,"2"
67,"9",366667,"2"
31,"11",1224667,"2"
168,"6",285001,"1"
449,"0",251667,"2"
92,"2",265451,"1"
247,"4",279659,"2"
313,"0",1090219,"2"
123,"9",336389,"2"
85,"1",177761,"2"
63,"2",78694,"1"
240,"5",325000,"1"
191,"3",415054,"2"
99,"1",266634,"2"
561,"7",366813,"1"
140,"11",301042,"1"
196,"5",415833,"2"
231,"0",75000,"2"
32,"5",204167,"1"
24,"3",547500,"2"
120,"9",3e+05,"1"
92,"6",175000,"1"
65,"6",180417,"2"
32,"2",472857,"2"
333,"3",214028,"1"
121,"11",1200000,"1"
62,"0",310000,"2"
223,"7",217209,"1"
216,"1",259755,"2"
151,"2",567323,"2"
27,"3",159850,"2"
101,"5",155000,"1"
106,"3",191434,"1"
17,"1",240000,"2"
140,"5",513552,"1"
132,"9",260000,"1"
22,"5",4790000,"2"
44,"5",200053,"2"
15,"7",260542,"2"
145,"5",102773,"1"
114,"5",212307,"2"
53,"0",311650,"1"
46,"6",68571,"2"
255,"5",232222,"1"
177,"0",289168,"2"
63,"0",102850,"1"
120,"6",176164,"1"
100,"2",184860,"2"
382,"1",305086,"2"
255,"6",143608,"2"
73,"9",330000,"2"
52,"5",98509,"2"
83,"1",168269,"1"
125,"2",680825,"1"
130,"5",260583,"2"
226,"6",70859,"2"
427,"8",690000,"2"
390,"2",264813,"2"
138,"3",256487,"2"
18,"5",151250,"1"
64,"3",117313,"2"
29,"1",350000,"1"
218,"2",217729,"2"
108,"1",442208,"2"
26,"3",153417,"2"
25,"0",133450,"2"
236,"2",369645,"1"
84,"1",163591,"2"
25,"1",105789,"2"
278,"5",168601,"1"
122,"3",140355,"1"
76,"12",936667,"1"
56,"3",98333,"2"
137,"3",614289,"2"
39,"3",145000,"1"
56,"1",185081,"2"
136,"1",178359,"1"
140,"3",166000,"2"
127,"1",307500,"2"
44,"0",2283333,"2"
87,"9",1e+05,"2"
57,"1",299966,"2"
59,"1",62650,"2"
129,"0",217143,"2"
169,"3",354962,"1"
67,"5",224314,"1"
181,"1",235493,"2"
468,"5",165804,"1"
56,"8",764583,"1"
177,"1",94722,"1"
66,"6",202915,"1"
74,"1",241667,"2"
19,"3",94678,"1"
218,"11",902292,"2"
59,"1",153282,"1"
652,"2",617500,"1"
79,"5",40000,"1"
136,"6",117318,"1"
298,"1",2e+05,"2"
133,"3",169486,"1"
100,"1",295276,"1"
173,"5",224646,"2"
67,"6",266196,"1"
443,"11",186167,"1"
355,"4",527722,"1"
79,"0",578788,"2"
390,"6",739792,"2"
49,"2",54000,"2"
104,"2",297083,"1"
78,"5",410000,"2"
51,"5",320000,"1"
68,"0",209823,"1"
26,"0",173432,"1"
44,"11",860000,"2"
47,"2",989595,"2"
93,"1",100500,"2"
45,"3",248653,"1"
58,"4",378792,"1"
68,"1",67985,"1"
108,"3",84610,"1"
107,"1",263806,"1"
376,"5",90788,"2"
88,"5",112456,"2"
119,"2",462559,"1"
166,"2",561111,"1"
118,"2",162777,"2"
106,"3",621245,"2"
17,"2",159578,"1"
47,"11",125000,"1"
182,"11",271151,"1"
137,"1",238215,"2"
69,"3",330000,"2"
184,"7",136554,"2"
131,"3",225636,"1"
240,"11",1375000,"1"
192,"5",2e+05,"2"
56,"0",429332,"1"
123,"11",162271,"2"
74,"1",130000,"2"
39,"3",177972,"2"
72,"9",440833,"1"
105,"0",102885,"1"
50,"1",93411,"2"
300,"5",240000,"2"
133,"5",303000,"2"
59,"2",186631,"2"
93,"5",620997,"2"
85,"6",73275,"1"
130,"4",110199,"1"
84,"0",122572,"1"
29,"0",106667,"2"
89,"6",214750,"1"
20,"3",59000,"2"
85,"1",1250000,"2"
32,"11",543117,"2"
134,"5",499306,"1"
63,"11",402903,"1"
74,"2",195000,"2"
36,"0",53318,"2"
312,"1",266206,"1"
48,"1",232323,"2"
40,"0",149800,"2"
126,"11",243361,"2"
151,"1",299873,"2"
28,"1",305625,"1"
98,"0",185145,"2"
117,"5",143333,"2"
37,"11",634210,"1"
98,"11",266602,"2"
285,"3",380000,"1"
27,"2",178611,"2"
103,"3",100264,"1"
40,"3",514823,"2"
71,"6",183134,"2"
144,"0",181610,"2"
71,"4",78457,"2"
48,"2",110383,"2"
139,"2",170163,"2"
161,"1",286719,"2"
274,"5",131895,"1"
183,"1",232500,"2"
70,"6",75182,"1"
219,"5",221602,"1"
242,"11",1202500,"1"
118,"5",667667,"2"
107,"2",335000,"2"
173,"9",318034,"1"
91,"5",229859,"1"
19,"1",158118,"2"
93,"1",201667,"2"
537,"5",772500,"2"
94,"11",640500,"2"
158,"6",238333,"2"
87,"2",151500,"1"
290,"3",286667,"1"
91,"5",650000,"2"
101,"2",378949,"2"
69,"5",234067,"2"
313,"0",80833,"1"
367,"1",199581,"1"
175,"2",214464,"1"
72,"5",236953,"2"
131,"1",296667,"2"
38,"8",970195,"1"
126,"6",116072,"1"
152,"1",223052,"2"
67,"5",101308,"1"
122,"1",770417,"1"
67,"1",275000,"2"
535,"1",280000,"2"
365,"4",394823,"2"
474,"7",377500,"1"
65,"5",452083,"2"
36,"3",166771,"1"
124,"3",178403,"1"
74,"11",873250,"2"
427,"3",198581,"2"
68,"8",659167,"2"
79,"5",64823,"1"
57,"1",389583,"2"
268,"9",225231,"2"
127,"11",1600000,"1"
264,"3",107560,"1"
36,"1",147957,"2"
58,"12",380417,"2"
48,"1",92750,"1"
112,"8",435000,"1"
167,"9",125000,"2"
226,"0",384988,"1"
86,"0",245560,"1"
481,"6",665834,"1"
75,"8",249977,"1"
109,"1",81820,"1"
367,"1",241381,"2"
174,"3",335273,"1"
99,"2",126667,"1"
131,"1",521375,"1"
80,"1",145522,"2"
71,"11",616667,"1"
219,"3",150671,"2"
83,"3",129852,"1"
78,"1",328890,"2"
59,"0",1271275,"2"
141,"11",612500,"2"
187,"5",228667,"1"
73,"3",155278,"1"
957,"3",298750,"1"
212,"5",141272,"1"
273,"8",288333,"2"
156,"8",605834,"1"
427,"0",231868,"2"
268,"2",810162,"2"
59,"0",150459,"1"
98,"2",3e+05,"1"
42,"9",403737,"1"
441,"3",475932,"1"
28,"1",161132,"2"
94,"2",288662,"2"
184,"2",424861,"2"
184,"1",196885,"1"
116,"0",154646,"2"
190,"2",232500,"2"
63,"12",272177,"1"
273,"0",521578,"2"
58,"1",180151,"2"
84,"5",253667,"2"
69,"3",180833,"2"
52,"8",1625000,"2"
28,"2",279535,"1"
135,"9",251765,"1"
178,"1",308368,"1"
267,"2",213676,"2"
345,"6",269029,"2"
40,"8",125000,"1"
51,"3",81518,"1"
352,"1",561073,"2"
