"expc","educ","ypc","sexo"
138,"1",3e+05,"2"
40,"2",124882,"1"
63,"2",117394,"1"
102,"5",654000,"2"
90,"0",933333,"2"
35,"8",370580,"2"
169,"1",168759,"2"
144,"0",221864,"1"
25,"3",150772,"2"
129,"4",252000,"2"
98,"9",302333,"1"
60,"5",335760,"1"
115,"5",217361,"2"
48,"2",149108,"1"
75,"5",120638,"1"
326,"0",172870,"2"
83,"0",143697,"2"
61,"1",235510,"1"
200,"1",473333,"2"
49,"1",141333,"2"
115,"5",368121,"2"
158,"8",871111,"2"
13,"5",335000,"1"
66,"1",83265,"2"
116,"5",215945,"1"
190,"7",422808,"2"
139,"11",835000,"1"
171,"5",170000,"2"
65,"3",175609,"2"
125,"0",60000,"2"
83,"5",621792,"1"
199,"0",245755,"1"
172,"1",236281,"2"
34,"1",744167,"1"
310,"6",374886,"1"
114,"2",410526,"2"
60,"1",165553,"2"
154,"9",173333,"1"
101,"4",231269,"2"
444,"8",247138,"2"
105,"1",246162,"2"
138,"3",215878,"1"
219,"2",84774,"2"
449,"5",304955,"1"
153,"1",164409,"2"
105,"7",187500,"2"
145,"2",107275,"2"
15,"0",180729,"2"
457,"11",765783,"1"
416,"1",362545,"1"
79,"3",213697,"2"
285,"0",176500,"2"
95,"0",349743,"2"
368,"11",655219,"2"
83,"0",527083,"1"
146,"1",188750,"1"
205,"0",1002500,"1"
37,"7",294778,"1"
508,"8",740000,"1"
123,"1",424932,"2"
22,"2",112069,"2"
134,"2",508334,"1"
36,"3",285000,"1"
356,"7",438833,"2"
161,"11",416667,"1"
105,"0",2058333,"1"
408,"3",566623,"1"
52,"0",102584,"1"
127,"0",90917,"2"
17,"1",153586,"1"
115,"9",838333,"1"
40,"5",258934,"2"
568,"3",231091,"2"
244,"0",293451,"2"
139,"5",858905,"2"
166,"0",143288,"2"
104,"1",282993,"2"
72,"5",202395,"1"
27,"3",495833,"1"
111,"1",283386,"2"
321,"3",292500,"2"
91,"5",189375,"2"
15,"5",250000,"1"
365,"1",329167,"2"
42,"7",55868,"1"
155,"4",344526,"2"
116,"5",871000,"1"
265,"1",57589,"2"
148,"1",319896,"1"
265,"0",181722,"1"
83,"1",103297,"2"
203,"1",76822,"1"
42,"11",1253000,"1"
153,"8",144321,"2"
36,"3",212819,"1"
110,"7",634944,"2"
97,"2",218902,"2"
70,"5",40000,"1"
222,"1",393907,"2"
168,"2",292963,"2"
49,"1",3e+05,"1"
239,"5",214775,"2"
52,"2",254932,"2"
182,"12",900929,"2"
54,"5",351875,"1"
304,"2",453617,"2"
67,"5",92239,"2"
121,"0",156631,"2"
27,"6",1110875,"2"
86,"0",303917,"2"
283,"2",200301,"1"
132,"1",241273,"1"
20,"0",201087,"2"
300,"3",247039,"2"
43,"5",326699,"2"
238,"5",329342,"1"
88,"11",770521,"1"
62,"11",1300000,"1"
71,"1",165293,"2"
68,"6",179623,"1"
105,"0",136514,"1"
87,"2",192308,"2"
120,"3",116667,"1"
192,"2",187500,"1"
430,"4",306878,"2"
124,"1",86850,"2"
65,"8",489167,"1"
323,"2",122500,"2"
18,"8",195409,"2"
58,"3",354167,"1"
19,"9",311849,"1"
474,"5",151389,"2"
97,"1",210163,"2"
134,"2",652013,"2"
119,"5",159400,"2"
133,"6",160000,"1"
97,"2",254289,"1"
188,"1",195397,"1"
47,"0",74444,"2"
14,"1",189559,"1"
34,"3",260000,"2"
17,"1",93016,"1"
82,"1",162004,"1"
169,"1",147584,"1"
48,"4",350951,"1"
80,"0",92523,"1"
112,"1",160000,"1"
87,"0",261549,"2"
77,"2",78261,"2"
80,"2",160278,"2"
45,"5",158258,"2"
77,"0",135657,"2"
5,"1",584108,"1"
194,"6",149150,"1"
115,"5",368121,"1"
612,"5",639167,"2"
193,"2",173045,"1"
159,"9",526003,"1"
80,"5",145937,"2"
68,"1",126768,"2"
151,"1",435000,"2"
178,"5",118681,"1"
70,"3",143549,"2"
87,"1",179888,"2"
86,"6",225597,"1"
221,"5",128571,"2"
40,"3",131553,"2"
94,"5",186572,"2"
274,"6",147350,"1"
78,"3",114061,"1"
342,"8",1e+06,"1"
104,"6",162500,"2"
31,"3",79504,"2"
299,"5",427387,"2"
94,"5",73089,"2"
46,"1",130721,"1"
264,"6",373147,"2"
116,"12",2130555,"1"
309,"1",845667,"1"
356,"9",438833,"1"
174,"0",141092,"1"
197,"1",253889,"2"
72,"9",117044,"1"
103,"3",202305,"2"
170,"3",719000,"1"
236,"1",64888,"2"
39,"1",230300,"2"
488,"5",334331,"2"
92,"1",156667,"1"
298,"5",175478,"1"
96,"1",221042,"2"
120,"11",821111,"2"
111,"9",1030100,"1"
105,"9",576875,"2"
139,"6",489092,"1"
125,"5",342778,"1"
197,"6",410555,"1"
46,"1",169137,"2"
256,"0",324439,"1"
368,"0",2447222,"2"
200,"1",133363,"2"
50,"6",219401,"1"
55,"2",284932,"2"
144,"5",754932,"2"
249,"0",140000,"1"
65,"6",112500,"1"
123,"8",7e+05,"1"
115,"2",255075,"1"
19,"2",804167,"2"
376,"9",780000,"1"
357,"3",143333,"2"
86,"1",191750,"2"
237,"4",235901,"1"
162,"1",219109,"1"
48,"6",92750,"1"
444,"5",258098,"1"
234,"11",366329,"2"
97,"7",750000,"1"
473,"11",346111,"2"
568,"1",215292,"2"
238,"6",76182,"2"
152,"5",268000,"2"
176,"2",148070,"1"
253,"1",220372,"2"
233,"1",93144,"1"
208,"1",134775,"1"
132,"9",141425,"2"
48,"3",180000,"1"
180,"8",554182,"2"
152,"3",117985,"2"
25,"1",620000,"1"
87,"9",491500,"1"
53,"1",207259,"1"
333,"6",234052,"2"
99,"3",189613,"1"
64,"6",277778,"1"
188,"2",103899,"2"
110,"5",311843,"2"
94,"5",351667,"1"
114,"9",207084,"1"
91,"1",179392,"1"
567,"1",176445,"2"
139,"1",580000,"1"
139,"5",178419,"1"
418,"5",260427,"1"
174,"0",143967,"2"
66,"9",109743,"1"
60,"11",525000,"2"
233,"1",257289,"1"
37,"11",631944,"1"
355,"5",207226,"2"
43,"12",1470103,"1"
107,"0",182500,"1"
321,"11",381667,"1"
153,"11",666563,"1"
223,"1",222667,"1"
56,"9",246886,"2"
118,"5",375000,"1"
154,"0",67462,"1"
303,"5",197323,"1"
48,"1",76830,"1"
443,"9",832500,"1"
90,"2",354934,"1"
63,"8",160167,"2"
95,"0",207046,"2"
105,"12",1522500,"1"
131,"3",176000,"1"
71,"0",76343,"1"
45,"3",65160,"2"
342,"5",370509,"2"
159,"5",116667,"1"
143,"3",891250,"2"
192,"8",293333,"2"
333,"11",214028,"1"
94,"11",170340,"2"
234,"11",366329,"2"
95,"0",340000,"1"
93,"7",550000,"1"
20,"1",230000,"1"
229,"1",238279,"1"
198,"9",675000,"2"
285,"1",87500,"1"
62,"1",223912,"2"
357,"8",300333,"2"
119,"5",100067,"1"
405,"5",541076,"1"
32,"0",76144,"2"
241,"12",1110750,"2"
74,"1",332778,"1"
26,"3",97196,"2"
70,"5",277691,"2"
191,"11",1450000,"1"
90,"9",708217,"1"
321,"1",122824,"2"
261,"2",120562,"1"
399,"11",983333,"2"
183,"5",172326,"2"
123,"1",208621,"1"
74,"0",334182,"2"
149,"3",455833,"1"
298,"0",168333,"2"
92,"2",265451,"2"
43,"9",1016667,"1"
137,"5",384167,"1"
357,"3",327033,"2"
59,"6",220000,"1"
337,"8",100929,"2"
66,"1",179370,"1"
329,"5",730234,"2"
51,"1",213193,"2"
102,"11",212500,"2"
92,"2",276000,"2"
49,"5",386000,"1"
48,"11",204667,"1"
429,"11",543500,"2"
117,"6",205000,"2"
151,"2",78697,"2"
57,"1",219277,"1"
104,"2",297083,"2"
124,"5",231610,"1"
439,"5",808333,"1"
196,"5",415813,"1"
135,"1",1116666,"2"
345,"0",94201,"1"
127,"1",585873,"2"
200,"3",394289,"1"
52,"1",212778,"1"
212,"3",104794,"1"
68,"1",86320,"1"
73,"6",156667,"2"
363,"6",262831,"1"
114,"1",146203,"1"
326,"2",222524,"2"
186,"0",606667,"2"
212,"1",116617,"1"
254,"1",134808,"1"
587,"5",208541,"1"
32,"0",178056,"2"
333,"7",153676,"2"
132,"3",142129,"1"
62,"1",371250,"1"
349,"3",226217,"2"
151,"11",1551459,"2"
155,"9",1149167,"2"
64,"3",145671,"2"
102,"5",226042,"2"
63,"2",321335,"1"
61,"5",130000,"1"
214,"5",165789,"2"
117,"9",966667,"2"
160,"1",157457,"1"
101,"8",195000,"2"
22,"11",299628,"2"
298,"3",71710,"1"
144,"0",89458,"2"
63,"8",629375,"2"
94,"4",118691,"1"
102,"3",262500,"2"
47,"11",968750,"1"
65,"3",252610,"2"
120,"2",323667,"1"
31,"1",315000,"2"
99,"0",154718,"1"
97,"9",80000,"1"
348,"1",179729,"2"
137,"1",209134,"2"
20,"5",1e+05,"1"
216,"1",485767,"1"
217,"5",321458,"2"
177,"5",148003,"2"
336,"11",349434,"1"
261,"5",203246,"1"
176,"0",408829,"2"
84,"11",682500,"2"
25,"11",433333,"2"
416,"0",158129,"2"
469,"3",130644,"2"
468,"1",49388,"1"
129,"9",2125000,"1"
193,"8",2562084,"2"
348,"2",235100,"1"
50,"3",447045,"2"
297,"9",525000,"2"
100,"6",250000,"1"
107,"3",576225,"2"
164,"1",211510,"2"
78,"3",138576,"2"
68,"5",1e+05,"1"
27,"5",148711,"2"
144,"3",57745,"1"
149,"8",325000,"2"
120,"5",119733,"2"
81,"3",362500,"1"
104,"6",474167,"2"
1413,"1",123292,"1"
50,"0",50332,"2"
99,"0",193401,"1"
41,"1",351500,"2"
28,"2",206217,"2"
41,"8",310163,"2"
77,"0",100393,"1"
54,"5",184423,"2"
118,"1",131485,"1"
87,"11",858361,"2"
123,"0",292233,"1"
23,"3",102921,"2"
177,"5",222108,"2"
20,"6",139583,"1"
78,"8",439859,"1"
39,"2",112500,"1"
80,"3",369117,"2"
130,"0",284583,"2"
34,"1",203548,"1"
298,"3",469703,"2"
587,"5",208541,"2"
96,"11",575000,"1"
108,"2",116915,"1"
174,"7",143967,"1"
180,"0",119386,"1"
91,"5",192903,"2"
136,"7",177675,"2"
173,"2",453334,"2"
137,"1",81365,"2"
57,"11",566875,"1"
205,"5",169554,"1"
17,"7",310000,"1"
90,"0",933333,"1"
55,"1",162030,"1"
201,"6",44865,"2"
65,"1",480000,"1"
429,"8",543500,"1"
107,"5",372338,"2"
50,"0",288056,"2"
18,"5",248123,"2"
135,"1",86176,"2"
117,"12",285833,"1"
128,"12",1190000,"1"
37,"9",270351,"2"
114,"1",57218,"2"
31,"1",75417,"2"
331,"2",358939,"1"
98,"8",132000,"2"
71,"8",193750,"1"
1864,"3",221250,"1"
87,"7",1171667,"1"
141,"9",111766,"2"
383,"0",404167,"2"
79,"1",164000,"1"
90,"3",302084,"2"
357,"9",207092,"1"
134,"3",193860,"2"
356,"1",147500,"2"
61,"6",2e+05,"2"
58,"3",158429,"2"
132,"9",171376,"2"
1413,"3",123292,"1"
91,"9",4e+05,"1"
93,"5",5e+05,"1"
39,"3",364500,"1"
135,"5",363787,"1"
24,"5",91465,"2"
191,"11",603591,"2"
309,"7",246833,"1"
105,"5",1300000,"1"
120,"2",100196,"2"
105,"7",231549,"1"
383,"1",362000,"1"
92,"1",245916,"2"
78,"5",534167,"2"
100,"0",229167,"1"
88,"1",375834,"2"
171,"11",460000,"2"
175,"8",342094,"2"
91,"1",154646,"2"
274,"5",147350,"2"
37,"3",266000,"2"
16,"0",329578,"1"
68,"8",538889,"2"
111,"8",606667,"2"
33,"1",204755,"2"
89,"6",576945,"2"
136,"12",375208,"1"
238,"3",300833,"1"
73,"2",566250,"1"
33,"0",259253,"1"
77,"2",365657,"1"
43,"5",76021,"1"
210,"5",228877,"1"
101,"1",237213,"1"
229,"5",631164,"2"
102,"0",177466,"2"
23,"9",499500,"1"
60,"5",554771,"2"
231,"5",550000,"2"
134,"5",254646,"2"
56,"5",91327,"1"
122,"2",113135,"1"
135,"5",456792,"1"
495,"5",623413,"2"
313,"0",322500,"1"
79,"9",182058,"1"
427,"5",216111,"2"
11,"2",208771,"1"
342,"6",374292,"1"
87,"1",160000,"2"
523,"3",392466,"2"
417,"1",396667,"1"
248,"9",237500,"2"
60,"1",465444,"2"
55,"0",321430,"2"
72,"1",86069,"1"
177,"6",148003,"2"
84,"1",299167,"2"
26,"1",213000,"1"
102,"11",543125,"1"
125,"1",200519,"1"
72,"8",652400,"2"
267,"3",209068,"1"
160,"7",208423,"1"
137,"1",128097,"1"
440,"5",156228,"2"
178,"1",154000,"1"
73,"1",126800,"2"
157,"6",383573,"2"
91,"5",438422,"2"
105,"5",413750,"2"
50,"3",74250,"2"
103,"5",350000,"1"
344,"5",208000,"2"
64,"11",263958,"2"
426,"3",131518,"1"
75,"3",150000,"1"
449,"1",332833,"1"
63,"8",403333,"2"
63,"2",111562,"2"
100,"5",351000,"1"
51,"11",230979,"1"
226,"5",261241,"2"
208,"5",268148,"1"
79,"0",93036,"2"
121,"11",3e+05,"1"
82,"2",94065,"2"
404,"6",120103,"2"
151,"1",188162,"2"
59,"1",220662,"1"
148,"5",108919,"2"
443,"9",378404,"2"
49,"4",173193,"2"
99,"5",268627,"2"
39,"0",209524,"1"
66,"0",142542,"1"
101,"1",343497,"2"
115,"5",290000,"2"
149,"2",153170,"2"
97,"7",83389,"1"
28,"1",252135,"1"
187,"5",308334,"2"
348,"1",213333,"1"
192,"11",490000,"1"
258,"9",769933,"2"
103,"11",805000,"2"
60,"5",393488,"1"
114,"3",175688,"2"
264,"7",290995,"1"
135,"10",2887917,"1"
58,"9",665000,"2"
31,"3",182408,"1"
268,"3",170457,"1"
146,"9",724390,"1"
75,"1",253806,"1"
26,"9",510000,"1"
126,"5",483125,"1"
313,"9",460000,"2"
58,"12",806233,"1"
59,"2",217529,"1"
39,"3",228245,"1"
75,"1",207722,"2"
119,"5",106162,"2"
390,"5",188289,"2"
71,"1",205438,"1"
33,"3",122031,"1"
474,"1",266667,"2"
348,"8",203690,"2"
135,"3",1288662,"2"
294,"0",146081,"1"
342,"8",272083,"1"
175,"5",302763,"1"
95,"2",288000,"1"
309,"0",485000,"1"
111,"5",171375,"1"
144,"2",161185,"2"
132,"2",275000,"1"
177,"5",187289,"2"
126,"3",118129,"1"
118,"3",344966,"2"
56,"5",477500,"1"
145,"3",392500,"1"
123,"5",205000,"2"
1087,"7",313528,"1"
23,"11",303495,"1"
153,"11",337500,"1"
514,"0",147763,"1"
145,"11",615000,"2"
85,"5",502500,"2"
175,"3",250380,"1"
19,"2",243200,"1"
390,"1",210667,"2"
323,"2",112500,"2"
186,"1",119789,"2"
222,"2",266823,"2"
29,"1",160573,"1"
149,"3",275000,"1"
132,"2",217361,"2"
102,"1",128338,"1"
180,"8",314792,"2"
132,"3",274765,"2"
124,"9",234299,"2"
160,"9",136000,"1"
1413,"2",261966,"2"
22,"11",708289,"1"
342,"6",374292,"1"
100,"6",142810,"2"
47,"1",357633,"1"
49,"3",104581,"2"
90,"7",275721,"1"
1413,"8",844625,"1"
159,"3",425088,"1"
48,"1",245000,"2"
108,"1",160240,"2"
40,"5",574028,"1"
17,"1",124210,"1"
162,"5",215667,"2"
621,"1",186739,"2"
131,"5",155160,"1"
64,"1",5e+05,"1"
27,"11",232331,"2"
72,"5",590611,"1"
106,"6",415077,"2"
71,"0",775000,"1"
52,"1",77500,"1"
57,"2",8e+05,"1"
72,"5",117044,"1"
122,"5",147878,"2"
123,"1",208570,"1"
54,"5",91882,"1"
137,"5",197459,"2"
79,"3",201056,"1"
403,"2",153289,"2"
56,"1",277789,"1"
587,"6",337493,"2"
342,"5",393422,"2"
112,"0",125045,"2"
78,"6",196157,"1"
91,"0",108352,"2"
42,"3",514823,"2"
165,"11",833333,"1"
101,"6",3e+05,"1"
70,"8",204167,"1"
288,"4",451076,"2"
78,"5",160833,"2"
45,"9",127250,"2"
142,"3",170000,"1"
488,"9",496667,"1"
105,"11",353572,"2"
342,"8",391667,"2"
40,"5",415602,"1"
216,"1",293318,"2"
88,"3",263333,"1"
144,"12",2341389,"1"
62,"1",106141,"1"
27,"5",126987,"2"
77,"3",781030,"1"
679,"5",380000,"1"
26,"7",348417,"1"
110,"1",292466,"2"
102,"2",408765,"2"
428,"4",176000,"2"
285,"1",194822,"1"
66,"1",197078,"1"
159,"0",162331,"1"
89,"3",176667,"1"
93,"3",87030,"1"
449,"0",115273,"1"
135,"11",1700833,"1"
163,"11",367998,"2"
125,"5",106318,"1"
145,"3",64823,"2"
68,"9",197058,"2"
27,"1",334882,"2"
217,"11",462500,"1"
56,"11",175833,"2"
521,"10",1085625,"2"
29,"2",192500,"2"
20,"8",507368,"1"
58,"1",823750,"2"
81,"1",320000,"1"
170,"3",202459,"2"
52,"7",437550,"1"
53,"8",206500,"1"
140,"1",132500,"2"
48,"0",217460,"2"
102,"11",484123,"1"
95,"8",748667,"2"
587,"3",480000,"2"
38,"9",420000,"1"
85,"5",526667,"1"
99,"4",390364,"1"
78,"2",189334,"1"
31,"2",280932,"2"
255,"3",974798,"2"
121,"1",317602,"1"
170,"5",86668,"1"
120,"0",523959,"1"
39,"11",101162,"2"
64,"3",200228,"2"
78,"5",144000,"1"
86,"1",1048139,"1"
134,"8",110170,"2"
440,"5",87400,"1"
84,"1",192990,"1"
216,"1",196817,"2"
369,"5",93647,"2"
321,"0",97676,"1"
45,"3",184660,"2"
83,"1",64502,"1"
514,"5",429083,"2"
321,"2",384789,"2"
286,"6",313662,"1"
115,"2",98099,"2"
68,"2",296667,"1"
54,"1",90833,"2"
47,"3",224480,"2"
679,"3",293333,"2"
464,"6",526687,"2"
223,"8",326403,"2"
72,"0",135426,"2"
61,"1",130183,"2"
86,"3",155436,"2"
297,"3",518889,"2"
113,"1",130373,"1"
68,"0",164289,"1"
184,"2",307500,"1"
66,"0",150000,"1"
237,"5",366667,"2"
140,"5",163568,"2"
99,"2",256645,"2"
120,"1",134198,"2"
44,"5",133333,"2"
93,"0",97000,"1"
417,"1",219828,"1"
321,"3",122824,"1"
300,"5",278100,"2"
50,"2",335498,"1"
28,"1",72123,"2"
42,"3",152494,"1"
339,"11",2311666,"2"
61,"5",131162,"2"
1413,"11",707095,"1"
76,"1",718000,"2"
108,"1",30361,"1"
183,"5",209279,"1"
86,"9",301250,"1"
11,"11",841667,"1"
108,"2",107163,"1"
33,"0",111190,"1"
243,"0",151474,"1"
113,"5",262523,"1"
86,"3",199871,"1"
233,"1",213426,"2"
125,"5",208755,"2"
80,"5",145937,"1"
57,"8",217667,"2"
145,"6",400200,"2"
89,"3",282195,"1"
148,"5",80041,"2"
67,"6",364882,"2"
97,"5",294442,"1"
87,"5",346667,"2"
135,"8",252000,"1"
82,"6",418260,"2"
78,"9",1300000,"2"
64,"2",135950,"2"
65,"1",100929,"2"
678,"11",1002084,"2"
206,"3",208400,"2"
76,"3",103000,"1"
40,"5",68569,"2"
368,"2",337851,"1"
81,"0",104210,"1"
84,"1",881625,"1"
33,"6",131776,"2"
40,"1",278000,"2"
512,"1",205510,"2"
158,"4",170273,"2"
49,"6",385502,"2"
225,"11",467222,"2"
112,"11",356250,"1"
117,"11",1018500,"2"
103,"7",141184,"1"
30,"2",60000,"1"
102,"11",102500,"2"
102,"11",146667,"2"
85,"12",585000,"2"
99,"1",407635,"2"
427,"1",131842,"1"
172,"4",186745,"1"
113,"5",190105,"1"
169,"5",258333,"2"
103,"2",391667,"1"
121,"1",382500,"2"
61,"1",270000,"2"
433,"5",448576,"2"
143,"11",1119445,"2"
43,"6",391901,"2"
106,"3",124000,"1"
142,"3",200834,"2"
129,"9",217143,"1"
557,"9",736042,"1"
93,"1",143184,"1"
111,"0",243056,"2"
350,"4",147323,"2"
132,"8",217361,"1"
443,"0",287500,"2"
469,"9",264080,"1"
206,"6",245243,"2"
20,"9",565078,"1"
455,"5",801042,"1"
317,"2",416957,"2"
34,"11",628334,"1"
369,"3",172084,"2"
30,"1",250000,"2"
79,"2",238737,"2"
1413,"9",583333,"1"
52,"1",65615,"2"
106,"1",1e+05,"1"
127,"1",1780556,"2"
50,"1",164012,"2"
93,"3",222119,"2"
421,"6",259711,"1"
313,"3",316275,"2"
131,"0",1097708,"2"
55,"8",241667,"1"
137,"5",364769,"2"
88,"0",220500,"1"
91,"6",298000,"2"
102,"3",305000,"1"
94,"0",86778,"1"
65,"4",276250,"1"
76,"8",393057,"2"
54,"0",121549,"1"
20,"1",235922,"2"
204,"3",323186,"1"
51,"8",163333,"2"
78,"5",539278,"1"
169,"5",4e+05,"2"
283,"5",47030,"2"
65,"5",175609,"1"
17,"1",83461,"2"
50,"11",1095000,"1"
79,"1",101323,"1"
59,"5",209615,"1"
113,"5",683333,"1"
118,"6",525000,"1"
163,"1",108822,"1"
567,"2",166644,"2"
130,"2",320263,"1"
20,"1",111796,"2"
312,"6",212084,"2"
71,"5",233214,"2"
105,"5",247792,"2"
25,"3",325000,"2"
73,"2",137025,"2"
166,"6",230670,"2"
86,"3",87904,"1"
226,"3",261241,"2"
52,"9",2567917,"2"
443,"1",413830,"1"
66,"9",2051000,"2"
73,"9",775000,"1"
65,"2",147787,"1"
86,"11",1896000,"1"
58,"1",129167,"2"
129,"1",99198,"2"
32,"5",201168,"2"
172,"5",695000,"2"
339,"5",602205,"1"
91,"0",283786,"2"
523,"8",428056,"2"
383,"5",130000,"1"
154,"1",100633,"1"
415,"1",92792,"1"
75,"6",171389,"1"
405,"11",8e+05,"2"
159,"0",15000,"1"
144,"6",172500,"2"
136,"6",168272,"1"
63,"5",258334,"2"
91,"5",150000,"2"
66,"5",205153,"2"
201,"1",301250,"2"
175,"6",379246,"1"
161,"5",294167,"1"
36,"1",91820,"1"
120,"1",254667,"2"
326,"3",363333,"1"
300,"5",217570,"1"
163,"5",255961,"2"
21,"3",207633,"1"
204,"2",107600,"1"
468,"2",88110,"2"
98,"0",218206,"2"
57,"8",480000,"1"
466,"5",118333,"2"
495,"5",322968,"2"
45,"4",92502,"1"
357,"6",300333,"1"
44,"11",725000,"1"
45,"2",172975,"1"
54,"1",353116,"2"
99,"0",73881,"2"
117,"3",232849,"2"
66,"3",130027,"1"
46,"2",202289,"1"
75,"9",199117,"2"
77,"9",143998,"2"
85,"1",147778,"1"
55,"3",95971,"2"
143,"8",121000,"2"
97,"8",165417,"2"
86,"11",370834,"1"
89,"8",5e+05,"1"
469,"0",264080,"2"
568,"3",395000,"1"
417,"1",361389,"2"
170,"5",271000,"1"
324,"5",395105,"1"
53,"1",310292,"1"
94,"3",125490,"2"
102,"7",1277778,"2"
98,"11",281000,"1"
343,"3",154836,"2"
109,"5",131916,"2"
273,"0",297500,"2"
156,"5",89212,"2"
173,"0",105536,"1"
47,"3",422212,"2"
19,"9",330781,"1"
120,"1",163790,"2"
125,"5",127323,"1"
169,"11",371944,"1"
187,"7",359805,"1"
61,"0",235722,"2"
568,"1",140273,"2"
474,"7",377500,"1"
510,"2",131645,"1"
97,"5",251747,"1"
43,"1",237941,"1"
99,"0",637533,"1"
236,"3",218039,"1"
61,"0",216977,"1"
29,"1",326547,"1"
408,"0",759222,"1"
141,"5",193333,"2"
80,"3",227084,"2"
694,"9",194827,"1"
68,"6",180500,"1"
17,"1",428533,"1"
180,"11",541430,"2"
309,"2",340000,"1"
21,"3",402500,"2"
165,"8",390000,"2"
97,"8",512902,"2"
102,"5",145068,"1"
25,"3",320606,"2"
120,"1",115083,"2"
139,"5",270612,"1"
421,"1",346998,"2"
80,"9",206667,"1"
421,"2",303334,"2"
232,"3",455000,"1"
37,"3",64763,"1"
26,"5",390000,"2"
199,"0",326864,"1"
132,"1",158012,"2"
61,"8",324125,"2"
45,"2",160847,"2"
26,"6",393333,"1"
87,"1",180821,"1"
217,"1",256250,"1"
104,"5",440000,"1"
199,"2",104646,"1"
31,"1",183323,"1"
548,"6",163328,"2"
85,"1",222444,"2"
22,"0",279554,"1"
346,"0",124793,"1"
212,"0",139355,"1"
299,"6",311623,"2"
146,"3",238739,"2"
154,"3",112944,"2"
378,"6",252500,"1"
22,"1",187193,"2"
65,"2",301765,"1"
495,"0",153410,"1"
29,"1",385392,"2"
116,"0",233333,"2"
93,"2",120750,"2"
17,"5",598667,"1"
149,"5",211984,"1"
81,"1",154911,"2"
449,"11",1033333,"2"
33,"1",99931,"1"
27,"5",954583,"2"
67,"11",352323,"2"
56,"5",213969,"2"
113,"2",256318,"2"
72,"0",153694,"2"
44,"1",293827,"2"
424,"5",290998,"1"
40,"1",116121,"1"
512,"2",205510,"1"
159,"0",52368,"2"
322,"0",109698,"1"
344,"9",377500,"2"
107,"3",84465,"2"
55,"1",106259,"1"
121,"1",225215,"1"
67,"6",150546,"1"
41,"11",531767,"1"
164,"0",203640,"2"
99,"0",364050,"1"
8,"12",2148334,"1"
231,"1",154028,"2"
1087,"9",363142,"2"
166,"8",269284,"2"
110,"2",115333,"2"
512,"3",188582,"2"
47,"1",183325,"2"
32,"0",216600,"2"
34,"9",171615,"1"
449,"2",285834,"1"
54,"6",65000,"1"
54,"1",215000,"2"
45,"1",108750,"1"
63,"0",101667,"1"
40,"9",118750,"2"
74,"1",224595,"1"
96,"5",450000,"2"
112,"0",187500,"1"
229,"1",225000,"2"
243,"11",392500,"2"
54,"8",46667,"1"
43,"11",340000,"1"
97,"7",137500,"2"
143,"0",308211,"2"
204,"5",182083,"1"
137,"7",216000,"1"
96,"8",940834,"1"
91,"2",128075,"2"
61,"2",1154341,"1"
108,"8",671042,"2"
102,"5",82671,"1"
535,"0",116393,"1"
64,"5",120609,"2"
153,"4",283334,"2"
116,"5",325000,"1"
71,"5",337500,"2"
69,"7",212500,"2"
43,"1",210000,"1"
168,"11",1314003,"1"
350,"6",535084,"1"
242,"4",202763,"1"
188,"1",86699,"2"
180,"1",151523,"2"
1087,"2",216667,"2"
37,"8",60000,"2"
54,"1",233545,"2"
140,"3",267255,"1"
109,"3",105660,"1"
154,"6",208000,"2"
63,"2",125282,"1"
63,"5",193579,"1"
174,"1",549123,"2"
136,"11",550000,"1"
94,"12",2066666,"2"
14,"1",225135,"1"
54,"11",67973,"1"
71,"6",72694,"1"
131,"1",181091,"2"
26,"5",380834,"1"
60,"0",145938,"1"
75,"1",166500,"1"
69,"11",1249278,"1"
464,"8",315917,"1"
429,"5",181333,"2"
42,"6",242426,"1"
88,"6",638333,"1"
73,"1",49236,"2"
1087,"8",742500,"2"
294,"7",253962,"2"
136,"2",342546,"2"
73,"1",116382,"2"
172,"0",217050,"2"
54,"7",210556,"1"
59,"5",182500,"2"
254,"11",677613,"2"
89,"8",288921,"1"
355,"11",783333,"1"
178,"5",4e+05,"2"
63,"5",184850,"2"
123,"2",319215,"2"
214,"7",1011000,"2"
96,"5",231228,"1"
63,"11",617384,"1"
287,"1",211700,"2"
53,"1",280441,"1"
193,"1",187260,"1"
60,"1",218692,"1"
346,"6",250000,"2"
95,"9",501549,"1"
424,"3",127526,"2"
365,"3",114375,"1"
168,"5",420000,"1"
84,"5",484054,"2"
111,"5",143861,"2"
99,"9",411500,"1"
428,"1",116081,"2"
150,"6",874494,"2"
78,"5",204646,"1"
124,"5",247639,"2"
192,"1",184646,"1"
298,"2",337680,"1"
88,"9",1557111,"2"
94,"1",164790,"1"
99,"2",236667,"2"
523,"5",508000,"2"
146,"3",196796,"1"
139,"7",1007333,"2"
521,"12",1085625,"1"
79,"5",118292,"1"
433,"11",328219,"2"
460,"11",2500000,"1"
1087,"0",292834,"2"
226,"1",166400,"1"
38,"1",270903,"1"
151,"6",227851,"1"
144,"1",160000,"1"
48,"3",157773,"2"
22,"5",237500,"1"
19,"0",311445,"2"
405,"11",287125,"1"
118,"11",543727,"2"
34,"9",324333,"1"
319,"0",449056,"1"
50,"3",371000,"2"
105,"5",396111,"1"
212,"5",244882,"2"
